Machine Name,Bruker Avance III HD 600 MHz,,P40 - C NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 4096 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,99.37,-924.5
,,,99.37,65.86
,,,99.37,1434.12
,,,99.38,2529.21
,,,99.38,2741.84
,,,99.38,2241.24
,,,99.38,1748.31
,,,99.38,1611.35
,,,99.39,1506.74
,,,99.39,1084.64
,,,99.39,274.6
,,,99.39,-714.97
,,,99.39,-1284.86
,,,99.4,-1069.54
,,,99.4,-246.88
,,,99.4,1152
,,,99.4,3016.48
,,,99.4,4604.81
,,,99.4,5196.78
,,,99.41,4738.52
,,,99.41,3765.92
,,,99.41,2801.68
,,,99.41,1876.88
,,,99.41,1072.08
,,,99.42,777.83
,,,99.42,1163.02
,,,99.42,2058.42
,,,99.42,2868.05
,,,99.42,2931.75
,,,99.42,2423.82
,,,99.43,1832.74
,,,99.43,1233.83
,,,99.43,718.02
,,,99.43,298.19
,,,99.43,-129.73
,,,99.44,-429.63
,,,99.44,-791.36
,,,99.44,-1658.68
,,,99.44,-2857.44
,,,99.44,-4043.65
,,,99.44,-5244.71
,,,99.45,-6260.63
,,,99.45,-6500.68
,,,99.45,-5788.78
,,,99.45,-4703.16
,,,99.45,-3642.94
,,,99.46,-2322.56
,,,99.46,-694.57
,,,99.46,805.65
,,,99.46,1941.68
,,,99.46,2548.34
,,,99.46,2389.84
,,,99.47,1677.47
,,,99.47,1053.99
,,,99.47,893.29
,,,99.47,943.98
,,,99.47,966.81
,,,99.48,1219.85
,,,99.48,1564.08
,,,99.48,1104.99
,,,99.48,-460.35
,,,99.48,-2317.33
,,,99.48,-3583.18
,,,99.49,-3863.87
,,,99.49,-3133.6
,,,99.49,-1917.93
,,,99.49,-1077.67
,,,99.49,-809.49
,,,99.5,-533.22
,,,99.5,-33.75
,,,99.5,279.41
,,,99.5,238.26
,,,99.5,37.58
,,,99.5,-232.36
,,,99.51,-515.25
,,,99.51,-668.51
,,,99.51,-673.23
,,,99.51,-616.47
,,,99.51,-539.8
,,,99.52,-539.03
,,,99.52,-706.98
,,,99.52,-859.21
,,,99.52,-702.52
,,,99.52,-181.14
,,,99.52,649.68
,,,99.53,1762.6
,,,99.53,2980.51
,,,99.53,3960.94
,,,99.53,4364
,,,99.53,3985.18
,,,99.54,3046.35
,,,99.54,2252.79
,,,99.54,1977.13
,,,99.54,1761.4
,,,99.54,1277.77
,,,99.54,826.49
,,,99.55,485.33
,,,99.55,209.8
,,,99.55,444.71
,,,99.55,1280.47
,,,99.55,2114.89
,,,99.56,2673.11
,,,99.56,3016.86
,,,99.56,3081.09
,,,99.56,3012.69
,,,99.56,2850.66
,,,99.56,2021.11
,,,99.57,264.83
,,,99.57,-1718.61
,,,99.57,-3230.55
,,,99.57,-4205.37
,,,99.57,-4623.18
,,,99.58,-4210.61
,,,99.58,-2919.85
,,,99.58,-1161.56
,,,99.58,483.96
,,,99.58,1598.88
,,,99.58,2153.62
,,,99.59,2440.87
,,,99.59,2690.56
,,,99.59,2949.59
,,,99.59,3261.87
,,,99.59,3641.35
,,,99.6,3993.83
,,,99.6,4103.77
,,,99.6,3607.13
,,,99.6,2403.3
,,,99.6,1076.07
,,,99.6,365.24
,,,99.61,465.34
,,,99.61,1031.9
,,,99.61,1513.22
,,,99.61,1705.81
,,,99.61,2009.57
,,,99.62,2772.73
,,,99.62,3856
,,,99.62,4842.36
,,,99.62,5074.43
,,,99.62,4056.37
,,,99.62,2091.67
,,,99.63,-48.08
,,,99.63,-1647.1
,,,99.63,-2104.44
,,,99.63,-1252.08
,,,99.63,538.59
,,,99.64,2671.22
,,,99.64,4384.73
,,,99.64,5126.68
,,,99.64,5074.14
,,,99.64,4677.24
,,,99.64,4141.16
,,,99.65,3661.34
,,,99.65,3270.58
,,,99.65,2452.05
,,,99.65,887.08
,,,99.65,-690.68
,,,99.66,-1514.82
,,,99.66,-2055.59
,,,99.66,-2933.59
,,,99.66,-3697.09
,,,99.66,-3880.37
,,,99.66,-3720.8
,,,99.67,-3425.61
,,,99.67,-2990.81
,,,99.67,-2133.06
,,,99.67,-417.31
,,,99.67,1535.95
,,,99.68,2394.17
,,,99.68,1969.37
,,,99.68,998.41
,,,99.68,46.96
,,,99.68,-489.59
,,,99.68,-648.76
,,,99.69,-749.5
,,,99.69,-557.7
,,,99.69,204.63
,,,99.69,1119.65
,,,99.69,1689.13
,,,99.7,1856.38
,,,99.7,1837.64
,,,99.7,1876.51
,,,99.7,2060.08
,,,99.7,2342.69
,,,99.71,2573.58
,,,99.71,2506.25
,,,99.71,2048.58
,,,99.71,1398.86
,,,99.71,921.45
,,,99.71,821.57
,,,99.72,794.89
,,,99.72,406.5
,,,99.72,-244.84
,,,99.72,-765.91
,,,99.72,-1013.88
,,,99.73,-1046.69
,,,99.73,-858.84
,,,99.73,-316.59
,,,99.73,670.7
,,,99.73,1862.51
,,,99.73,2693.8
,,,99.74,2836.87
,,,99.74,2560.09
,,,99.74,2111.45
,,,99.74,1341.82
,,,99.74,338.48
,,,99.75,-537.98
,,,99.75,-1164
,,,99.75,-1362.37
,,,99.75,-856.29
,,,99.75,133.38
,,,99.75,1045.52
,,,99.76,1629.42
,,,99.76,2015.95
,,,99.76,2232.1
,,,99.76,2094.95
,,,99.76,1826.54
,,,99.77,1853.38
,,,99.77,1938.62
,,,99.77,1646.14
,,,99.77,946.15
,,,99.77,-128.2
,,,99.77,-1244.05
,,,99.78,-1761.33
,,,99.78,-1584.71
,,,99.78,-1072.18
,,,99.78,-559.69
,,,99.78,-310.13
,,,99.79,-109.8
,,,99.79,446.96
,,,99.79,1111.3
,,,99.79,1498.17
,,,99.79,1793.37
,,,99.79,2178.63
,,,99.8,2506.06
,,,99.8,2822.82
,,,99.8,3364.83
,,,99.8,3949.33
,,,99.8,4060.09
,,,99.81,3534.98
,,,99.81,2675.53
,,,99.81,1837.33
,,,99.81,1139.68
,,,99.81,444.19
,,,99.81,-359.54
,,,99.82,-1238.89
,,,99.82,-2218.04
,,,99.82,-3224.06
,,,99.82,-3930.59
,,,99.82,-4157.92
,,,99.83,-4011.46
,,,99.83,-3475.82
,,,99.83,-2492.08
,,,99.83,-1467.94
,,,99.83,-952.09
,,,99.83,-1027.13
,,,99.84,-1652.97
,,,99.84,-2663.21
,,,99.84,-3253.88
,,,99.84,-2801.84
,,,99.84,-1630.52
,,,99.85,-395.06
,,,99.85,305.52
,,,99.85,249.13
,,,99.85,-216
,,,99.85,-1084.68
,,,99.85,-2613.54
,,,99.86,-4207.92
,,,99.86,-5011.38
,,,99.86,-4933.38
,,,99.86,-4329.15
,,,99.86,-3405.67
,,,99.87,-2067.99
,,,99.87,-426.47
,,,99.87,804.14
,,,99.87,1066.07
,,,99.87,588.51
,,,99.87,-159.79
,,,99.88,-1155.51
,,,99.88,-2498.62
,,,99.88,-3554.41
,,,99.88,-3533.31
,,,99.88,-2770.47
,,,99.89,-2011.79
,,,99.89,-1227.44
,,,99.89,-225.92
,,,99.89,541.15
,,,99.89,426.43
,,,99.89,-453.22
,,,99.9,-1225.87
,,,99.9,-1291.04
,,,99.9,-605.95
,,,99.9,505.22
,,,99.9,1226.14
,,,99.91,1020.29
,,,99.91,317.94
,,,99.91,-232.32
,,,99.91,-236.39
,,,99.91,456.14
,,,99.91,1296.81
,,,99.92,1356.66
,,,99.92,563.73
,,,99.92,-277.87
,,,99.92,-828.57
,,,99.92,-1354.95
,,,99.93,-1756.89
,,,99.93,-1991.92
,,,99.93,-2503.7
,,,99.93,-3149.07
,,,99.93,-3226.01
,,,99.93,-2436.07
,,,99.94,-873.49
,,,99.94,927.04
,,,99.94,2208.32
,,,99.94,2800.65
,,,99.94,2940.97
,,,99.95,2926.6
,,,99.95,3117.73
,,,99.95,3445.25
,,,99.95,3688.14
,,,99.95,4089.76
,,,99.95,4659.5
,,,99.96,4936.21
,,,99.96,4961.62
,,,99.96,5192.76
,,,99.96,5429.83
,,,99.96,4996.32
,,,99.97,3903.42
,,,99.97,2847.22
,,,99.97,2238.21
,,,99.97,1947.72
,,,99.97,1697.46
,,,99.97,1470.88
,,,99.98,1652.92
,,,99.98,2520.81
,,,99.98,3771.33
,,,99.98,4792.11
,,,99.98,5171.47
,,,99.99,4848.19
,,,99.99,3888.72
,,,99.99,2449.79
,,,99.99,926.74
,,,99.99,-239.91
,,,100,-769.84
,,,100,-708.17
,,,100,-528.58
,,,100,-646.71
,,,100,-1117.97
,,,100,-1651.07
,,,100.01,-1507.96
,,,100.01,-405.86
,,,100.01,876.06
,,,100.01,1665.5
,,,100.01,1872.63
,,,100.02,1675.97
,,,100.02,1697.06
,,,100.02,2162.8
,,,100.02,2383.23
,,,100.02,1973.91
,,,100.02,1159.58
,,,100.03,79.42
,,,100.03,-1191.86
,,,100.03,-2547.98
,,,100.03,-3771.4
,,,100.03,-4353.98
,,,100.04,-3866.46
,,,100.04,-2606.14
,,,100.04,-1628.08
,,,100.04,-1594.1
,,,100.04,-1908.88
,,,100.04,-1818.77
,,,100.05,-1476.71
,,,100.05,-1251.01
,,,100.05,-1001.66
,,,100.05,-447.85
,,,100.05,267.82
,,,100.06,805.26
,,,100.06,1144.49
,,,100.06,1272
,,,100.06,927.82
,,,100.06,185.64
,,,100.06,-431.73
,,,100.07,-615.1
,,,100.07,-686.1
,,,100.07,-1099.83
,,,100.07,-1609.96
,,,100.07,-1675.34
,,,100.08,-1356.05
,,,100.08,-936.52
,,,100.08,-521.26
,,,100.08,-339.06
,,,100.08,-558.83
,,,100.08,-1025.71
,,,100.09,-1477.18
,,,100.09,-1682.08
,,,100.09,-1502.09
,,,100.09,-1043.72
,,,100.09,-746.89
,,,100.1,-1025.17
,,,100.1,-1650.75
,,,100.1,-2061.1
,,,100.1,-2159.65
,,,100.1,-2120.51
,,,100.1,-1964.1
,,,100.11,-1809.78
,,,100.11,-1852.12
,,,100.11,-1979.64
,,,100.11,-1963.65
,,,100.11,-1882.45
,,,100.12,-1972.98
,,,100.12,-2204.15
,,,100.12,-2257.04
,,,100.12,-1918.33
,,,100.12,-1261.94
,,,100.12,-346.75
,,,100.13,809.12
,,,100.13,1904.24
,,,100.13,2689.36
,,,100.13,3310.8
,,,100.13,3831.15
,,,100.14,4132.48
,,,100.14,4148.06
,,,100.14,3683.08
,,,100.14,2812.69
,,,100.14,2253.24
,,,100.14,2569.99
,,,100.15,3666.5
,,,100.15,5031.79
,,,100.15,5956.38
,,,100.15,6033.81
,,,100.15,5443.6
,,,100.16,4455.42
,,,100.16,3175.16
,,,100.16,1839.64
,,,100.16,931.13
,,,100.16,831.77
,,,100.16,1407.51
,,,100.17,2150.47
,,,100.17,2669.82
,,,100.17,2945.99
,,,100.17,3350.3
,,,100.17,4217.89
,,,100.18,5215.43
,,,100.18,5646.62
,,,100.18,5292.92
,,,100.18,4368.51
,,,100.18,3194.9
,,,100.18,2393.36
,,,100.19,2418.3
,,,100.19,2754.39
,,,100.19,2668.72
,,,100.19,2264.02
,,,100.19,1936.31
,,,100.2,1718.77
,,,100.2,1419.28
,,,100.2,736.51
,,,100.2,-290.81
,,,100.2,-974.67
,,,100.2,-951.47
,,,100.21,-793.19
,,,100.21,-905.41
,,,100.21,-865.05
,,,100.21,-348.87
,,,100.21,371.5
,,,100.22,966.1
,,,100.22,1254.3
,,,100.22,1295.68
,,,100.22,1512.68
,,,100.22,2056.22
,,,100.22,2585.3
,,,100.23,2996.17
,,,100.23,3371.45
,,,100.23,3513.6
,,,100.23,3245.8
,,,100.23,2580.33
,,,100.24,1632.28
,,,100.24,813.71
,,,100.24,624.19
,,,100.24,1007.11
,,,100.24,1315.82
,,,100.24,1161.8
,,,100.25,925.82
,,,100.25,1007.81
,,,100.25,1215.11
,,,100.25,1319.45
,,,100.25,1311.39
,,,100.26,995.54
,,,100.26,301.41
,,,100.26,-247.08
,,,100.26,-254.55
,,,100.26,-140.22
,,,100.26,-330.99
,,,100.27,-516.82
,,,100.27,-249.96
,,,100.27,530.42
,,,100.27,1582.55
,,,100.27,2408.74
,,,100.28,2720.17
,,,100.28,2897.16
,,,100.28,3342.71
,,,100.28,3758.1
,,,100.28,3653.65
,,,100.29,3232.59
,,,100.29,3186.11
,,,100.29,3729.08
,,,100.29,4414.19
,,,100.29,4754.2
,,,100.29,4565.18
,,,100.3,3985.25
,,,100.3,3411.21
,,,100.3,3236.93
,,,100.3,3551.96
,,,100.3,4086.16
,,,100.31,4537.05
,,,100.31,4748.84
,,,100.31,4439.14
,,,100.31,3448.02
,,,100.31,2305.59
,,,100.31,1725.24
,,,100.32,1771.69
,,,100.32,1999.09
,,,100.32,1971.74
,,,100.32,1508.55
,,,100.32,673.5
,,,100.33,-361.25
,,,100.33,-1350.74
,,,100.33,-2044.47
,,,100.33,-2383.56
,,,100.33,-2563.53
,,,100.33,-2976.78
,,,100.34,-3918.44
,,,100.34,-5066.03
,,,100.34,-5633.07
,,,100.34,-5162.62
,,,100.34,-3731.75
,,,100.35,-1818.2
,,,100.35,-393.07
,,,100.35,-237.12
,,,100.35,-903.18
,,,100.35,-1208.48
,,,100.35,-664.52
,,,100.36,145.26
,,,100.36,428.05
,,,100.36,59.19
,,,100.36,-472.99
,,,100.36,-731.34
,,,100.37,-772.14
,,,100.37,-976.94
,,,100.37,-1371.4
,,,100.37,-1603.44
,,,100.37,-1739.48
,,,100.37,-2075.32
,,,100.38,-2568.34
,,,100.38,-3270.57
,,,100.38,-4218.26
,,,100.38,-5029.55
,,,100.38,-5541.7
,,,100.39,-5807.9
,,,100.39,-5601.33
,,,100.39,-4925.54
,,,100.39,-4083.2
,,,100.39,-3209.63
,,,100.39,-2483.92
,,,100.4,-1994.27
,,,100.4,-1412.32
,,,100.4,-590.65
,,,100.4,99.75
,,,100.4,416.26
,,,100.41,611.65
,,,100.41,1011.94
,,,100.41,1672.16
,,,100.41,2361.57
,,,100.41,2492.4
,,,100.41,1492.78
,,,100.42,-425.07
,,,100.42,-2319.86
,,,100.42,-3331.14
,,,100.42,-3383.56
,,,100.42,-3237.53
,,,100.43,-3530.74
,,,100.43,-4010.99
,,,100.43,-3966.17
,,,100.43,-2934.16
,,,100.43,-1191.1
,,,100.43,419.07
,,,100.44,1487.23
,,,100.44,2113.12
,,,100.44,2054.85
,,,100.44,1039.44
,,,100.44,-436.8
,,,100.45,-1586.1
,,,100.45,-2259.05
,,,100.45,-2719.21
,,,100.45,-2888.55
,,,100.45,-2725.16
,,,100.45,-2734.88
,,,100.46,-3152.24
,,,100.46,-3518.65
,,,100.46,-3494.45
,,,100.46,-3216.42
,,,100.46,-2973.83
,,,100.47,-2909.44
,,,100.47,-2869.01
,,,100.47,-2609.61
,,,100.47,-2094.81
,,,100.47,-1495.89
,,,100.47,-999.31
,,,100.48,-658.22
,,,100.48,-548
,,,100.48,-833.49
,,,100.48,-1491.76
,,,100.48,-2236.75
,,,100.49,-2611.56
,,,100.49,-2282.47
,,,100.49,-1569.76
,,,100.49,-1156.66
,,,100.49,-1333.94
,,,100.49,-2023.11
,,,100.5,-2882.18
,,,100.5,-3345.12
,,,100.5,-3285.59
,,,100.5,-3242.59
,,,100.5,-3646.15
,,,100.51,-4223.72
,,,100.51,-4298.19
,,,100.51,-3652.51
,,,100.51,-2840.26
,,,100.51,-2407.94
,,,100.51,-2334.01
,,,100.52,-2384.04
,,,100.52,-2400.75
,,,100.52,-2304.53
,,,100.52,-2157.58
,,,100.52,-1934.64
,,,100.53,-1389.55
,,,100.53,-555.09
,,,100.53,282.99
,,,100.53,1192.54
,,,100.53,2131.77
,,,100.53,2422.36
,,,100.54,1737.03
,,,100.54,631.94
,,,100.54,-435.24
,,,100.54,-1524.03
,,,100.54,-2553.77
,,,100.55,-3092.71
,,,100.55,-2933.44
,,,100.55,-2364.42
,,,100.55,-1745.2
,,,100.55,-1340.1
,,,100.55,-1352.32
,,,100.56,-1486.22
,,,100.56,-1224.37
,,,100.56,-785.9
,,,100.56,-702.36
,,,100.56,-953.76
,,,100.57,-1465.27
,,,100.57,-2399.08
,,,100.57,-3563.61
,,,100.57,-4498.58
,,,100.57,-5016.63
,,,100.58,-5240.54
,,,100.58,-5369.54
,,,100.58,-5345.53
,,,100.58,-4820.38
,,,100.58,-3768.13
,,,100.58,-2721.66
,,,100.59,-2156.98
,,,100.59,-2006.78
,,,100.59,-1727.98
,,,100.59,-783.43
,,,100.59,846.83
,,,100.6,2825.31
,,,100.6,4644.97
,,,100.6,5346.8
,,,100.6,4269.51
,,,100.6,2266.25
,,,100.6,791.08
,,,100.61,137.36
,,,100.61,-184.29
,,,100.61,-134.42
,,,100.61,578.59
,,,100.61,1627.77
,,,100.62,2531.86
,,,100.62,3321.67
,,,100.62,3963.32
,,,100.62,3989.95
,,,100.62,3197.92
,,,100.62,2043.88
,,,100.63,1291.98
,,,100.63,1347.91
,,,100.63,1858.65
,,,100.63,2260.94
,,,100.63,2347.88
,,,100.64,2110.16
,,,100.64,1726.44
,,,100.64,1462.86
,,,100.64,1360.8
,,,100.64,1495.04
,,,100.64,1920.93
,,,100.65,2328.31
,,,100.65,2583.4
,,,100.65,2859.06
,,,100.65,2957.67
,,,100.65,2564.27
,,,100.66,1865.02
,,,100.66,1354.22
,,,100.66,1348.41
,,,100.66,1699.13
,,,100.66,2017.13
,,,100.66,2046.67
,,,100.67,1585.77
,,,100.67,553.93
,,,100.67,-871.06
,,,100.67,-2578.15
,,,100.67,-4493.63
,,,100.68,-6206.61
,,,100.68,-7146
,,,100.68,-7064.95
,,,100.68,-6292.22
,,,100.68,-5456.14
,,,100.68,-4833.43
,,,100.69,-4085.15
,,,100.69,-2616.62
,,,100.69,-334.63
,,,100.69,1921.47
,,,100.69,3113.55
,,,100.7,2923.14
,,,100.7,1816.21
,,,100.7,799.2
,,,100.7,765.87
,,,100.7,1637.65
,,,100.7,2559.54
,,,100.71,2765.67
,,,100.71,2084.65
,,,100.71,1013.64
,,,100.71,253.89
,,,100.71,98
,,,100.72,282.92
,,,100.72,284.27
,,,100.72,-116.98
,,,100.72,-701.01
,,,100.72,-1288.7
,,,100.72,-1765.39
,,,100.73,-1845
,,,100.73,-1392.77
,,,100.73,-656.55
,,,100.73,-11.56
,,,100.73,397.32
,,,100.74,859.07
,,,100.74,1741.41
,,,100.74,2872.86
,,,100.74,3689.11
,,,100.74,4046.04
,,,100.74,4396.04
,,,100.75,4968.97
,,,100.75,5406.84
,,,100.75,5389.1
,,,100.75,4903.33
,,,100.75,4094.9
,,,100.76,3344.5
,,,100.76,2966.29
,,,100.76,2951.4
,,,100.76,3360.68
,,,100.76,4197.88
,,,100.76,4991.12
,,,100.77,5320.52
,,,100.77,5348.74
,,,100.77,5453.08
,,,100.77,5726.1
,,,100.77,5932
,,,100.78,5825.8
,,,100.78,5445.39
,,,100.78,5133.51
,,,100.78,5292.97
,,,100.78,5883.04
,,,100.78,6299.07
,,,100.79,6022.43
,,,100.79,5119.01
,,,100.79,4115.43
,,,100.79,3536.82
,,,100.79,3328.48
,,,100.8,2994.31
,,,100.8,2392.71
,,,100.8,1706.09
,,,100.8,875.09
,,,100.8,-67.33
,,,100.8,-535.39
,,,100.81,-148.04
,,,100.81,451.47
,,,100.81,356.87
,,,100.81,-517.36
,,,100.81,-1744.81
,,,100.82,-2874.65
,,,100.82,-3312.6
,,,100.82,-2813
,,,100.82,-1923.61
,,,100.82,-1259.12
,,,100.82,-959.65
,,,100.83,-1026.73
,,,100.83,-1461.56
,,,100.83,-1988.93
,,,100.83,-2096.62
,,,100.83,-1527.82
,,,100.84,-403.55
,,,100.84,1156.13
,,,100.84,2994.24
,,,100.84,4758.98
,,,100.84,6188.5
,,,100.84,7131.29
,,,100.85,7334.4
,,,100.85,6492.44
,,,100.85,4531.12
,,,100.85,2101.52
,,,100.85,210.23
,,,100.86,-982.01
,,,100.86,-1907.79
,,,100.86,-2591.17
,,,100.86,-3071.05
,,,100.86,-3664
,,,100.87,-4154.94
,,,100.87,-3882.26
,,,100.87,-2622.76
,,,100.87,-762.72
,,,100.87,976.27
,,,100.87,1797.45
,,,100.88,1455.42
,,,100.88,580.7
,,,100.88,-160.74
,,,100.88,-731.03
,,,100.88,-1287.29
,,,100.89,-1864.25
,,,100.89,-2322.72
,,,100.89,-2386.13
,,,100.89,-2136.29
,,,100.89,-1788.76
,,,100.89,-1126.74
,,,100.9,-217.09
,,,100.9,263.45
,,,100.9,-142.71
,,,100.9,-1340.71
,,,100.9,-2653.5
,,,100.91,-3242.99
,,,100.91,-2990.98
,,,100.91,-2158.63
,,,100.91,-921.51
,,,100.91,162.43
,,,100.91,583.41
,,,100.92,510.29
,,,100.92,277.22
,,,100.92,13.99
,,,100.92,-242.34
,,,100.92,-398.56
,,,100.93,-350.46
,,,100.93,-391.1
,,,100.93,-857
,,,100.93,-1368.23
,,,100.93,-1337.01
,,,100.93,-693.21
,,,100.94,267.37
,,,100.94,1148.46
,,,100.94,1688.47
,,,100.94,1834.68
,,,100.94,1535.91
,,,100.95,789.08
,,,100.95,-244.74
,,,100.95,-1373.83
,,,100.95,-2466.26
,,,100.95,-3330.62
,,,100.95,-3688.72
,,,100.96,-3638.16
,,,100.96,-3798.49
,,,100.96,-4522.82
,,,100.96,-5539.92
,,,100.96,-6395.62
,,,100.97,-6726.99
,,,100.97,-6469.89
,,,100.97,-5839.65
,,,100.97,-5020.91
,,,100.97,-4275.01
,,,100.97,-3929.38
,,,100.98,-3982.76
,,,100.98,-4103.68
,,,100.98,-3907.67
,,,100.98,-3361.62
,,,100.98,-2868
,,,100.99,-2579.47
,,,100.99,-2340.45
,,,100.99,-2182.96
,,,100.99,-1909.04
,,,100.99,-1116.6
,,,100.99,14.96
,,,101,1149.45
,,,101,2380.32
,,,101,3712.1
,,,101,4895.2
,,,101,5811.7
,,,101.01,6660.24
,,,101.01,7887.06
,,,101.01,9556.73
,,,101.01,11053.25
,,,101.01,11944.43
,,,101.01,12321.42
,,,101.02,12114.04
,,,101.02,11114.84
,,,101.02,9501.17
,,,101.02,7718.63
,,,101.02,6220.1
,,,101.03,5255.6
,,,101.03,4530.89
,,,101.03,3573.64
,,,101.03,2617.21
,,,101.03,2386.52
,,,101.03,2940.87
,,,101.04,3454.85
,,,101.04,3292.43
,,,101.04,2769.61
,,,101.04,2524.15
,,,101.04,2538.5
,,,101.05,2437.89
,,,101.05,2301.88
,,,101.05,2279.44
,,,101.05,2124.87
,,,101.05,1860.29
,,,101.05,1775.9
,,,101.06,1690.24
,,,101.06,1489.38
,,,101.06,1624.75
,,,101.06,2167.23
,,,101.06,2618.72
,,,101.07,2857.97
,,,101.07,3172.52
,,,101.07,3579.85
,,,101.07,3764.69
,,,101.07,3630.37
,,,101.07,3434.08
,,,101.08,3153.71
,,,101.08,2517.63
,,,101.08,1697.44
,,,101.08,953.28
,,,101.08,204.87
,,,101.09,-511.47
,,,101.09,-1214.97
,,,101.09,-2189.81
,,,101.09,-3293.03
,,,101.09,-4040.72
,,,101.09,-4342.51
,,,101.1,-4490.39
,,,101.1,-4829.56
,,,101.1,-5262.85
,,,101.1,-5045.84
,,,101.1,-3742.36
,,,101.11,-1795.07
,,,101.11,161.03
,,,101.11,1612.09
,,,101.11,2180.75
,,,101.11,2060.5
,,,101.11,1774.3
,,,101.12,1574.76
,,,101.12,1641.88
,,,101.12,1992.53
,,,101.12,1989.09
,,,101.12,1081.21
,,,101.13,-396.68
,,,101.13,-1915.95
,,,101.13,-3121.82
,,,101.13,-3563.87
,,,101.13,-3306.67
,,,101.13,-2905.82
,,,101.14,-2256.27
,,,101.14,-993.22
,,,101.14,331.74
,,,101.14,988.36
,,,101.14,1260.59
,,,101.15,1933.64
,,,101.15,3116.18
,,,101.15,4192.31
,,,101.15,4794.32
,,,101.15,5137.68
,,,101.16,5429.36
,,,101.16,5721.88
,,,101.16,6093.2
,,,101.16,6418.24
,,,101.16,6380.83
,,,101.16,5760.02
,,,101.17,4465.54
,,,101.17,2726.82
,,,101.17,1258.49
,,,101.17,728.51
,,,101.17,1091.52
,,,101.18,1683.38
,,,101.18,1965.6
,,,101.18,1922.08
,,,101.18,1610.39
,,,101.18,1048.61
,,,101.18,774.4
,,,101.19,1312.28
,,,101.19,2093.55
,,,101.19,2203.94
,,,101.19,1680.02
,,,101.19,1210.93
,,,101.2,1381.3
,,,101.2,2325.98
,,,101.2,3592.88
,,,101.2,4605.27
,,,101.2,5014.64
,,,101.2,4599.76
,,,101.21,3614.1
,,,101.21,2723.64
,,,101.21,2175.84
,,,101.21,1861.97
,,,101.21,1827.76
,,,101.22,2018.83
,,,101.22,2155.71
,,,101.22,2098.46
,,,101.22,1995.82
,,,101.22,2006.13
,,,101.22,1983.61
,,,101.23,1846.25
,,,101.23,1879.88
,,,101.23,1982.72
,,,101.23,1642.82
,,,101.23,1131.18
,,,101.24,1120.93
,,,101.24,1323.15
,,,101.24,1130.56
,,,101.24,677.77
,,,101.24,203.38
,,,101.24,-234.16
,,,101.25,-237
,,,101.25,458.6
,,,101.25,1553.49
,,,101.25,2658.12
,,,101.25,3430.03
,,,101.26,3675.67
,,,101.26,3545.38
,,,101.26,3128.77
,,,101.26,2411.14
,,,101.26,1523.56
,,,101.26,530.44
,,,101.27,-364.35
,,,101.27,-751.41
,,,101.27,-604.43
,,,101.27,-128.59
,,,101.27,519.49
,,,101.28,1014.9
,,,101.28,1190.5
,,,101.28,1157.51
,,,101.28,1009.52
,,,101.28,991.88
,,,101.28,1279.9
,,,101.29,1660.63
,,,101.29,2023.74
,,,101.29,2448.84
,,,101.29,2805.09
,,,101.29,2980.63
,,,101.3,3294.02
,,,101.3,4151.06
,,,101.3,5303.61
,,,101.3,6124.83
,,,101.3,6460.27
,,,101.3,6425.86
,,,101.31,6192.47
,,,101.31,6180.99
,,,101.31,6409.77
,,,101.31,6384.65
,,,101.31,5892.75
,,,101.32,4898.06
,,,101.32,3379.23
,,,101.32,1660.38
,,,101.32,359.18
,,,101.32,198.2
,,,101.32,1277.18
,,,101.33,2659.38
,,,101.33,3695.16
,,,101.33,4575.31
,,,101.33,5280.52
,,,101.33,5594.27
,,,101.34,5570.55
,,,101.34,5194.13
,,,101.34,4435.8
,,,101.34,3559.91
,,,101.34,2894.31
,,,101.34,2567.73
,,,101.35,2689.07
,,,101.35,3442.26
,,,101.35,4444.33
,,,101.35,4750.43
,,,101.35,4259.88
,,,101.36,3827.35
,,,101.36,3759.8
,,,101.36,3705.6
,,,101.36,3554.22
,,,101.36,3377.49
,,,101.36,3149.12
,,,101.37,2911.28
,,,101.37,2825.95
,,,101.37,3072.17
,,,101.37,3730.22
,,,101.37,4633.39
,,,101.38,5507.39
,,,101.38,6338.49
,,,101.38,7192.98
,,,101.38,7777.19
,,,101.38,7813
,,,101.38,7501.42
,,,101.39,7117.3
,,,101.39,6697.35
,,,101.39,6268.95
,,,101.39,5935.36
,,,101.39,5741.35
,,,101.4,5552.41
,,,101.4,5241.33
,,,101.4,5003.31
,,,101.4,4978.83
,,,101.4,4818.75
,,,101.4,4262.51
,,,101.41,3617.48
,,,101.41,3231
,,,101.41,3049.34
,,,101.41,2904.07
,,,101.41,2849.44
,,,101.42,2986.44
,,,101.42,3138.86
,,,101.42,3092.45
,,,101.42,2996.74
,,,101.42,3094.6
,,,101.42,3389.68
,,,101.43,3916.79
,,,101.43,4810.5
,,,101.43,5877.45
,,,101.43,6552.41
,,,101.43,6392.66
,,,101.44,5437.42
,,,101.44,4072.54
,,,101.44,2663.4
,,,101.44,1507.42
,,,101.44,974.33
,,,101.44,1238.98
,,,101.45,1968.64
,,,101.45,2633.53
,,,101.45,3060.9
,,,101.45,3501.5
,,,101.45,4171.9
,,,101.46,4928.46
,,,101.46,5521.02
,,,101.46,5927.72
,,,101.46,6233.79
